Product ID,Product Name,Category,Sub-Category,Expiration Date,Stock Level,Sales Velocity,Purchase Date,Price,Shelf Life,Product Weight/Volume,Additional Feature 1,Additional Feature 2,Likely to be Sold
PID104884,Economic Large,Ready-to-Eat Meals,Fresh Pasta,2024-03-06,7,1.0838633211179598,2023-06-11,15.29,269,0.17,Fresh Pasta,None,No
PID104885,Within Unit,Dairy Products,Yogurt,2024-12-30,55,7.889955117903285,2023-02-28,36.53,671,1.59,9.912199915817364,2%,No
PID104886,Prepare Section,Dairy Products,Cream,2024-02-16,93,8.871585430875555,2023-08-12,23.16,188,5.57,18.538540977530744,2%,No
PID104887,Level He,Meat and Seafood,Fish,2024-12-26,85,0.7893901566623975,2023-07-29,2.27,516,5.83,Ground,Fish,No
PID104888,Single Tax,Dairy Products,Yogurt,2024-07-31,100,5.869867440192342,2023-08-11,28.58,355,2.75,0.06662878617267887,Skim,No
PID104889,Travel Property,Deli,Pre-made Salads,2024-04-27,19,5.06469121377151,2023-03-08,27.16,416,7.6,Sausages,Semi-Soft,Yes
PID104890,Pull Administration,Eggs,Grade,2024-09-30,68,3.9103126026140544,2023-01-25,42.36,614,6.17,Medium,A,No
PID104891,She They,Eggs,Size,2024-08-24,37,8.357024060978958,2023-08-23,32.95,367,3.55,Large,AA,No
PID104892,Interesting Would,Fresh Produce,Vegetables,2024-06-07,80,2.541917803969693,2023-10-31,12.76,220,4.99,Overripe,3.562131680083441,No
PID104893,Generation Site,Meat and Seafood,Beef,2024-04-10,74,6.492530910999609,2023-10-24,49.52,169,4.31,Ground,Shellfish,No
PID104894,Process Represent,Fresh Produce,Vegetables,2024-09-20,14,1.005822752270196,2023-06-21,40.37,457,5.48,Unripe,1.4462824170650668,No
PID104895,Her Own,Eggs,Size,2024-02-14,36,1.8263783985258923,2023-05-14,33.99,276,9.22,Large,AA,No
PID104896,Image Degree,Fresh Juices,Smoothies,2024-03-17,82,7.210366348711925,2023-11-07,20.73,131,0.63,Smoothies,Sugar,No
PID104897,Some Hold,Dairy Products,Cream,2024-09-28,5,8.70862124333008,2023-10-25,4.09,339,7.13,10.830046499903771,2%,Yes
PID104898,Accept Tonight,Eggs,Grade,2024-09-18,23,6.187720153878627,2023-08-12,48.96,403,8.7,Medium,A,No
PID104899,Hotel Guy,Meat and Seafood,Chicken,2024-07-16,30,9.391404791561673,2023-03-18,5.02,486,0.75,Steak,N/A,No
PID104900,Worker Pick,Dairy Products,Yogurt,2024-04-05,10,9.125895667315339,2023-05-14,26.21,327,3.12,20.75025120492264,Whole,Yes
PID104901,Church Save,Eggs,Grade,2024-10-01,14,8.482142889670286,2023-07-26,8.44,433,8.26,Large,A,Yes
PID104902,Hundred Behind,Eggs,Grade,2024-12-25,70,7.028417941718057,2023-06-05,15.6,569,0.46,Medium,A,No
PID104903,Memory Various,Eggs,Size,2024-03-13,7,9.45567559725919,2023-06-04,12.27,283,8.94,Small,A,Yes
PID104904,Through Usually,Fresh Juices,Freshly Squeezed Juices,2024-11-27,16,2.3591754238221627,2023-07-12,28.94,504,1.0,Freshly Squeezed Juices,Sugar,No
PID104905,True Trial,Dairy Products,Milk,2024-06-08,32,5.770826419198576,2023-09-30,28.43,252,0.34,16.16610573556633,Skim,No
PID104906,Piece Specific,Fresh Produce,Fruits,2024-12-03,80,9.50979292239221,2023-04-17,18.2,596,7.18,Ripe,6.034418159095953,No
PID104907,Amount Watch,Ready-to-Eat Meals,Fresh Pasta,2024-10-04,72,5.998014416397143,2023-03-10,25.84,574,9.19,Fresh Pasta,Gluten-Free,No
PID104908,Whether Outside,Fresh Juices,Freshly Squeezed Juices,2024-11-16,31,4.182826597741431,2023-06-10,24.74,525,5.87,Freshly Squeezed Juices,Preservatives,No
PID104909,Throughout Sort,Deli,Prepared Meats,2024-02-12,52,9.937126782662085,2023-08-10,43.98,186,6.49,Deli Meats,Semi-Soft,No
PID104910,Site Just,Dairy Products,Milk,2024-12-19,67,6.75007797332728,2023-08-11,20.62,496,2.9,13.926017787662841,2%,No
PID104911,Do Cost,Eggs,Grade,2024-06-02,88,1.0132753866296988,2023-05-23,21.37,376,1.07,Small,A,No
PID104912,Modern Senior,Bakery Items,Pastries,2024-12-20,33,5.942996602955826,2023-08-21,20.99,487,6.79,Pastries,None,No
PID104913,Air Community,Fresh Juices,Smoothies,2024-07-08,48,7.15668941336355,2023-07-29,35.66,345,9.71,Smoothies,Preservatives,No
PID104914,He Baby,Meat and Seafood,Fish,2024-05-05,65,7.475602791306062,2023-10-24,11.71,194,1.37,Ground,Fish,No
PID104915,Do Always,Ready-to-Eat Meals,Pre-made Salads,2024-08-26,88,5.784009462334665,2023-11-17,42.53,283,5.37,Pre-made Salads,Vegan,No
PID104916,Religious Final,Bakery Items,Bread,2024-10-05,97,4.0461988977482655,2023-01-16,40.74,628,4.46,Bread,Custard,No
PID104917,White Law,Fresh Produce,Vegetables,2024-04-12,79,2.0762012870649134,2023-08-18,41.14,238,4.26,Overripe,5.635086545314287,No
PID104918,Here Occur,Ready-to-Eat Meals,Fresh Pasta,2024-01-26,67,2.6465206779419344,2023-10-22,26.17,96,7.85,Fresh Pasta,Gluten-Free,No
PID104919,Generation Believe,Dairy Products,Milk,2024-07-27,2,7.941971315446196,2023-11-05,32.66,265,8.43,14.783728878350587,Skim,Yes
PID104920,Near Trade,Meat and Seafood,Pork,2024-01-16,99,8.511663258799484,2023-07-16,39.0,184,1.66,Fillet,Shellfish,No
PID104921,Total Impact,Dairy Products,Soft Cheeses,2024-02-05,88,9.9969385295748,2023-06-06,11.13,244,7.52,22.751653406508517,Whole,No
PID104922,Same Similar,Ready-to-Eat Meals,Pre-made Salads,2024-06-24,75,1.4074259276248435,2023-07-23,5.16,337,3.3,Pre-made Salads,Gluten-Free,No
PID104923,Similar Difference,Deli,Cheese,2024-11-18,62,5.013633122548312,2023-09-14,5.56,431,3.69,Deli Meats,Semi-Soft,No
PID104924,Herself Religious,Meat and Seafood,Pork,2024-01-11,23,2.453700607047688,2023-07-16,12.97,179,6.02,Whole,Fish,No
PID104925,Quickly Indeed,Meat and Seafood,Pork,2024-07-13,33,0.5971905730664024,2023-10-08,7.66,279,0.32,Steak,N/A,No
PID104926,Rise Like,Fresh Juices,Freshly Squeezed Juices,2024-07-22,78,0.6607766544487028,2023-07-18,37.78,370,4.08,Freshly Squeezed Juices,None,No
PID104927,Price Own,Deli,Cheese,2024-05-29,10,2.139074340032849,2023-03-17,6.82,439,9.85,Sausages,Soft,No
PID104928,Although Science,Eggs,Size,2024-04-01,75,9.905693596775075,2023-01-22,26.65,435,1.25,Large,A,No
PID104929,Film Few,Fresh Juices,Freshly Squeezed Juices,2024-07-21,78,4.9323835758654955,2023-05-28,42.37,420,2.21,Freshly Squeezed Juices,Sugar,No
PID104930,Main Goal,Meat and Seafood,Shellfish,2024-06-09,31,7.9434269217855835,2023-05-29,9.05,377,4.78,Steak,Fish,No
PID104931,Build Throughout,Meat and Seafood,Beef,2024-06-08,92,7.00056046886027,2023-06-26,37.57,348,8.62,Whole,N/A,No
PID104932,Film Manager,Deli,Pre-made Salads,2024-11-21,26,5.920778944823823,2023-10-12,35.18,406,1.49,Pre-made Salads,Soft,No
PID104933,Station Develop,Fresh Juices,Freshly Squeezed Juices,2024-01-03,43,6.014139148185564,2023-08-08,36.81,148,6.44,Freshly Squeezed Juices,None,No
PID104934,Support Station,Meat and Seafood,Beef,2024-04-16,29,5.655970497510193,2023-06-07,38.22,314,2.39,Ground,Shellfish,No
PID104935,Thus Not,Fresh Produce,Fruits,2024-03-22,55,0.9612664216183353,2023-09-07,26.16,197,8.72,Overripe,7.294910347584453,No
PID104936,Later Attention,Fresh Produce,Fruits,2024-05-01,19,7.452840109467604,2023-11-03,3.35,180,6.26,Overripe,8.222687370843945,Yes
PID104937,Interview Weight,Bakery Items,Cakes,2024-07-04,57,8.74545454178675,2023-12-07,8.33,210,4.79,Cakes,Fruit,No
PID104938,Open Action,Dairy Products,Yogurt,2024-05-31,67,7.633777322216449,2023-06-25,44.85,341,0.87,11.702379664348268,2%,No
PID104939,Story East,Bakery Items,Pastries,2024-11-04,27,7.404527680350397,2023-11-12,14.12,358,1.73,Pastries,Custard,No
PID104940,Action Reduce,Deli,Prepared Meats,2024-03-05,49,2.7925613326455605,2023-07-28,36.73,221,1.96,Sausages,Soft,No
PID104941,Nice Pretty,Meat and Seafood,Pork,2024-10-18,74,3.018065375124599,2023-07-29,32.57,447,2.61,Whole,N/A,No
PID104942,Point Take,Deli,Cheese,2024-04-04,65,1.8630870756908842,2023-07-23,3.39,256,4.27,Pre-made Salads,Semi-Soft,No
PID104943,Determine Middle,Dairy Products,Yogurt,2024-04-24,77,1.7752985076970746,2023-07-17,41.33,282,6.1,16.408327061491683,Whole,No
PID104944,Read Surface,Deli,Pre-made Salads,2024-07-02,43,8.266878030073066,2023-04-05,46.13,454,2.87,Deli Meats,Soft,No
PID104945,Between Dark,Fresh Juices,Smoothies,2024-10-19,67,5.801764735594803,2023-07-16,45.08,461,8.56,Smoothies,None,No
PID104946,She Old,Bakery Items,Pastries,2024-03-29,39,6.2503118065626895,2023-10-13,20.33,168,7.01,Pastries,Custard,No
PID104947,Hot Dinner,Bakery Items,Bread,2024-11-26,28,1.9864698364748758,2023-07-15,47.67,500,3.89,Bread,Cream,No
PID104948,Lot Now,Dairy Products,Yogurt,2024-05-21,20,1.3415031383164058,2023-05-01,26.2,386,6.75,21.330407543052036,Whole,No
PID104949,Real Represent,Meat and Seafood,Pork,2024-02-19,32,3.003927764666242,2023-02-05,3.68,379,4.17,Steak,Fish,No
PID104950,Worker Five,Bakery Items,Cakes,2024-12-06,91,8.54244210341308,2023-08-07,40.51,487,8.86,Cakes,Cream,No
PID104951,Everybody Field,Eggs,Size,2024-06-04,54,1.0734832736067699,2023-02-12,12.16,478,2.11,Medium,A,No
PID104952,Meeting Them,Meat and Seafood,Pork,2024-11-08,31,6.815285622753699,2023-07-01,14.02,496,2.59,Fillet,N/A,No
PID104953,Player Series,Ready-to-Eat Meals,Pre-made Salads,2024-06-13,49,9.726149684709164,2023-12-17,19.02,179,8.7,Pre-made Salads,None,No
PID104954,Hit Other,Ready-to-Eat Meals,Fresh Pasta,2024-08-08,42,8.4787063219332,2023-07-19,48.41,386,1.05,Fresh Pasta,None,No
PID104955,Away Race,Bakery Items,Pastries,2024-10-26,78,5.562097244015498,2023-11-08,9.04,353,2.03,Pastries,Custard,No
PID104956,Suffer Institution,Fresh Produce,Fruits,2024-08-24,12,3.8411860509290174,2023-04-12,26.8,500,9.88,Overripe,7.251455195658085,No
PID104957,Campaign Western,Ready-to-Eat Meals,Fresh Pasta,2024-04-11,73,1.4404178838491482,2023-01-17,42.2,450,4.73,Fresh Pasta,Gluten-Free,No
PID104958,Seven Rock,Fresh Juices,Smoothies,2024-04-16,98,8.804358388264687,2023-10-12,7.04,187,1.2,Smoothies,Sugar,No
PID104959,Why Take,Dairy Products,Milk,2024-09-14,39,7.148928841281371,2023-11-25,24.35,294,8.79,15.867593446824037,2%,No
PID104960,Upon Nearly,Deli,Pre-made Salads,2024-02-09,81,6.37919711312263,2023-11-14,8.28,87,1.76,Sausages,Semi-Soft,No
PID104961,Authority Draw,Eggs,Grade,2024-06-23,24,7.974254113264872,2023-02-21,34.16,488,3.21,Small,A,No
PID104962,Stand Identify,Eggs,Grade,2024-03-19,96,8.060247717619209,2023-05-26,4.2,298,3.56,Small,AA,No
PID104963,Management Every,Dairy Products,Yogurt,2024-05-14,21,5.757394052881332,2023-10-28,46.34,199,7.16,14.627590749419593,Whole,No
PID104964,State Cell,Fresh Produce,Fruits,2024-07-08,69,4.579365178983127,2023-03-06,6.66,490,4.38,Overripe,9.151128590066088,No
PID104965,Wonder Fight,Bakery Items,Cakes,2024-10-26,18,8.757987002381345,2023-02-28,42.12,606,1.05,Cakes,Custard,Yes
PID104966,Agency Pick,Dairy Products,Milk,2024-04-17,74,2.539605511770158,2023-05-28,43.3,325,4.62,14.384536668219665,2%,No
PID104967,Seek No,Dairy Products,Milk,2024-12-15,38,7.899547589770826,2023-02-20,19.17,664,3.32,13.238146418550276,Skim,No
PID104968,American Teach,Bakery Items,Bread,2024-07-19,23,2.4904628959780117,2023-05-31,7.95,415,2.83,Bread,None,No
PID104969,Including Or,Ready-to-Eat Meals,Pre-packaged Meals,2024-01-08,88,7.3547578040405135,2023-03-17,9.9,297,4.35,Pre-packaged Meals,Gluten-Free,No
PID104970,Government Two,Ready-to-Eat Meals,Pre-packaged Meals,2024-05-15,6,9.960814319958958,2023-12-27,13.76,140,9.71,Pre-packaged Meals,Vegan,Yes
PID104971,Improve If,Bakery Items,Bread,2024-10-31,57,6.763196277779704,2023-05-05,24.54,545,1.01,Bread,Fruit,No
PID104972,Explain Dog,Eggs,Size,2024-12-13,50,4.162556643875378,2023-10-01,22.0,439,2.32,Large,AA,No
PID104973,Site Million,Deli,Pre-made Salads,2024-05-05,46,1.7069057253371964,2023-11-04,43.79,183,9.55,Sausages,Soft,No
PID104974,First Part,Fresh Juices,Smoothies,2024-05-02,19,9.871816919963669,2023-03-13,44.3,416,8.63,Smoothies,None,Yes
PID104975,Suggest Practice,Meat and Seafood,Beef,2024-01-06,72,8.803831990266977,2023-01-02,9.23,369,9.44,Whole,N/A,No
PID104976,Second Wall,Meat and Seafood,Pork,2024-10-28,79,0.9702694775731275,2023-04-09,19.83,568,2.06,Fillet,Shellfish,No
PID104977,Concern Already,Fresh Produce,Fruits,2024-02-15,7,4.354766833595409,2023-10-28,4.13,110,4.73,Unripe,0.7253886427734213,No
PID104978,Husband Own,Fresh Juices,Freshly Squeezed Juices,2024-12-29,34,2.322754892320087,2023-12-17,38.38,378,0.3,Freshly Squeezed Juices,Preservatives,No
PID104979,Trial Control,Deli,Pre-made Salads,2024-10-27,11,2.1289268969543516,2023-12-25,45.69,307,1.46,Deli Meats,Soft,No
PID104980,Computer Personal,Meat and Seafood,Chicken,2024-11-05,96,9.386894859316477,2023-07-09,4.45,485,3.92,Whole,Shellfish,No
PID104981,Building Project,Deli,Prepared Meats,2024-04-21,86,7.4753284335852825,2023-03-16,37.88,402,7.48,Sausages,Semi-Soft,No
PID104982,Exist Thought,Dairy Products,Soft Cheeses,2024-12-01,83,8.46360838415383,2023-02-23,10.23,647,6.85,15.860450491502313,Whole,No
PID104983,She Help,Fresh Produce,Vegetables,2024-03-22,40,5.02188390236689,2023-07-31,39.8,235,5.37,Overripe,0.6166702378993261,No
PID104984,Case During,Fresh Produce,Fruits,2024-08-12,30,2.871887075294734,2023-01-24,13.5,566,5.56,Unripe,9.285183988637016,No
PID104985,Reveal Race,Meat and Seafood,Fish,2024-03-26,25,3.2042609930649237,2023-05-28,39.42,303,9.06,Ground,Fish,No
PID104986,Wrong Article,Fresh Produce,Fruits,2024-04-12,48,6.397253223924755,2023-11-09,5.88,155,6.37,Unripe,5.67981283125153,No
PID104987,There Partner,Ready-to-Eat Meals,Fresh Pasta,2024-06-22,23,5.201003836126599,2023-07-06,10.23,352,7.68,Fresh Pasta,Vegan,No
PID104988,Four Hotel,Dairy Products,Milk,2024-11-28,60,4.230522420418385,2023-09-25,43.91,430,7.08,21.651645914947014,Skim,No
PID104989,Measure Maybe,Meat and Seafood,Pork,2024-08-01,79,3.0379750275524247,2023-02-11,27.01,537,0.94,Fillet,Fish,No
PID104990,Food Study,Fresh Produce,Vegetables,2024-08-27,99,5.029212536944669,2023-02-08,17.73,566,0.45,Overripe,9.011869188130927,No
PID104991,Enter Answer,Bakery Items,Bread,2024-09-15,42,8.283555059881191,2023-09-23,6.48,358,4.7,Bread,Cream,No
PID104992,Whether But,Meat and Seafood,Pork,2024-07-26,91,0.5860403922625312,2023-12-10,19.74,229,4.91,Ground,Fish,No
PID104993,We Republican,Fresh Produce,Vegetables,2024-11-01,52,4.501343320712769,2023-12-12,41.55,325,1.26,Overripe,1.3468222599595958,No
PID104994,Assume Anything,Fresh Produce,Fruits,2024-12-06,93,4.8080050598328485,2023-08-10,18.28,484,8.12,Unripe,3.993467532134012,No
PID104995,Sit Attention,Fresh Juices,Smoothies,2024-06-29,5,6.189084363922701,2023-05-08,27.63,418,0.27,Smoothies,Sugar,Yes
PID104996,Measure Network,Fresh Produce,Vegetables,2024-10-30,18,3.38919577077702,2023-09-26,21.56,400,5.16,Unripe,2.941181871432451,No
PID104997,Gun Marriage,Deli,Prepared Meats,2024-04-22,30,9.095325484779801,2023-06-21,5.26,306,5.84,Sausages,Hard,No
PID104998,Parent General,Meat and Seafood,Shellfish,2024-01-07,31,8.98258168461213,2023-06-11,46.96,210,8.76,Ground,Shellfish,No
PID104999,Indicate Anyone,Dairy Products,Yogurt,2024-02-22,28,4.763729162699803,2023-10-10,37.34,135,8.92,4.823439492786172,Whole,No
PID105000,Still Measure,Dairy Products,Yogurt,2024-08-30,31,3.579299048285166,2023-08-15,30.26,381,1.54,8.69437960281552,Whole,No
PID105001,Democrat Tree,Bakery Items,Cakes,2024-04-22,44,2.4717303691767007,2023-07-31,21.9,266,9.64,Cakes,Fruit,No
PID105002,Party Environmental,Eggs,Size,2024-03-14,39,1.8929766589196024,2023-07-07,4.09,251,6.67,Medium,AA,No
PID105003,Her Happy,Dairy Products,Yogurt,2024-09-25,32,3.7754715796475904,2023-08-29,34.37,393,8.17,9.562814558619522,Skim,No
PID105004,Something Which,Eggs,Size,2024-09-12,9,5.581041854423414,2023-07-09,23.27,431,4.75,Large,A,Yes
PID105005,Join Create,Eggs,Size,2024-08-05,21,8.413813570282393,2023-11-25,39.6,254,4.4,Large,AA,No
PID105006,Officer Bit,Dairy Products,Soft Cheeses,2024-09-22,71,8.211714759723101,2023-09-29,40.25,359,2.06,10.113092485584216,Whole,No
PID105007,Service Notice,Bakery Items,Pastries,2024-06-07,69,0.8109449237054569,2023-07-02,19.14,341,2.9,Pastries,Cream,No
PID105008,At Participant,Fresh Produce,Vegetables,2024-03-18,32,8.094758256020626,2023-04-11,43.13,342,6.44,Overripe,9.592502201484725,No
PID105009,Player Issue,Bakery Items,Bread,2024-03-22,27,4.18071044667248,2023-02-15,34.9,401,6.92,Bread,Fruit,No
PID105010,Leave Parent,Fresh Juices,Smoothies,2024-09-08,62,5.224582010974349,2023-03-29,3.0,529,2.98,Smoothies,Sugar,No
PID105011,Magazine Poor,Ready-to-Eat Meals,Pre-packaged Meals,2024-07-28,3,8.542358228935601,2023-11-09,12.2,262,5.91,Pre-packaged Meals,Gluten-Free,Yes
PID105012,Training Draw,Fresh Juices,Freshly Squeezed Juices,2024-08-13,45,0.59157454765424,2023-04-09,19.03,492,0.7,Freshly Squeezed Juices,None,No
PID105013,Affect Rise,Fresh Juices,Smoothies,2024-11-01,21,4.458129274398652,2023-10-17,19.84,381,5.24,Smoothies,None,No
PID105014,Floor Involve,Fresh Juices,Smoothies,2024-05-29,46,1.4920711907985222,2023-05-14,46.45,381,4.39,Smoothies,Sugar,No
PID105015,Through Yes,Dairy Products,Yogurt,2024-05-01,54,0.7230840856953622,2023-01-02,23.73,485,7.25,25.805048631862057,2%,No
PID105016,Early Ever,Eggs,Grade,2024-06-04,23,3.4082142054219013,2023-03-25,11.99,437,9.67,Small,A,No
PID105017,Series Some,Fresh Produce,Fruits,2024-01-27,41,5.421622436943443,2023-05-19,1.86,253,4.19,Unripe,7.686581799041885,No
PID105018,A Century,Dairy Products,Milk,2024-06-19,81,8.276914741109199,2023-05-07,14.88,409,9.31,6.682103005447835,Whole,No
PID105019,About Nearly,Deli,Cheese,2024-09-06,59,7.804422460232294,2023-08-04,30.38,399,4.33,Sausages,Hard,No
PID105020,Science Beat,Fresh Produce,Fruits,2024-01-23,2,5.727225686099577,2023-10-12,39.29,103,7.0,Unripe,9.122474460692827,Yes
PID105021,Within Since,Ready-to-Eat Meals,Pre-made Salads,2024-04-16,72,5.319674504739601,2023-11-02,31.02,166,9.19,Pre-made Salads,Gluten-Free,No
PID105022,Identify War,Eggs,Grade,2024-06-19,53,5.5928325086339985,2023-11-04,36.06,228,4.8,Large,A,No
PID105023,Husband Thank,Fresh Produce,Fruits,2024-07-30,58,3.666768610766607,2023-06-20,7.32,406,1.1,Ripe,6.677192062799495,No
PID105024,Push Clearly,Deli,Pre-made Salads,2024-02-15,6,3.0609113428356207,2023-12-23,18.5,54,5.68,Sausages,Semi-Soft,No
PID105025,Address Possible,Dairy Products,Cream,2024-08-22,25,1.4810276923099277,2023-06-11,48.51,438,3.45,29.226329119488295,Whole,No
PID105026,Great Develop,Dairy Products,Milk,2024-08-04,98,5.606242521242509,2023-11-10,37.74,268,9.09,20.402792787463063,Whole,No
PID105027,Exactly Here,Ready-to-Eat Meals,Pre-made Salads,2024-11-12,76,6.8626496031059,2023-11-02,22.39,376,5.81,Pre-made Salads,Gluten-Free,No
PID105028,Must With,Bakery Items,Bread,2024-05-04,43,6.5900954994314445,2023-08-09,16.44,269,3.11,Bread,Custard,No
PID105029,Level Music,Bakery Items,Pastries,2024-12-28,11,2.838514328136595,2023-10-12,22.46,443,1.67,Pastries,Cream,No
PID105030,Couple Appear,Fresh Produce,Fruits,2024-06-26,47,6.903046803408218,2023-12-13,49.64,196,7.78,Unripe,8.385354049870589,No
PID105031,Fire Dog,Fresh Produce,Vegetables,2024-05-05,16,7.703193931740705,2023-03-23,9.93,409,0.26,Overripe,8.304806053108214,Yes
PID105032,Measure Fund,Ready-to-Eat Meals,Pre-made Salads,2024-10-15,22,7.24107508795692,2023-08-08,17.4,434,9.42,Pre-made Salads,None,No
PID105033,Trade Meeting,Eggs,Size,2024-01-17,3,8.496675950769916,2023-11-16,38.58,62,7.63,Small,A,Yes
PID105034,Guess See,Meat and Seafood,Pork,2024-08-14,24,8.093937030804806,2023-07-10,18.72,401,3.88,Fillet,Fish,No
PID105035,Head Enough,Eggs,Size,2024-08-25,12,0.9405180580042931,2023-12-15,4.92,254,0.97,Small,AA,No
PID105036,Receive Five,Meat and Seafood,Beef,2024-06-21,28,8.607824967008952,2023-08-11,45.5,315,9.16,Whole,Fish,No
PID105037,Quality Same,Bakery Items,Pastries,2024-05-05,87,0.5524931523693448,2023-07-26,47.93,284,6.36,Pastries,None,No
PID105038,News Size,Deli,Prepared Meats,2024-02-10,98,1.7952573991740899,2023-02-06,9.47,369,4.29,Deli Meats,Hard,No
PID105039,Or Century,Fresh Produce,Fruits,2024-08-30,36,4.203726908242237,2023-04-09,5.76,509,8.93,Unripe,0.28262254623610983,No
PID105040,Paper Side,Deli,Pre-made Salads,2024-12-20,53,3.5622654452363167,2023-07-03,32.42,536,4.65,Pre-made Salads,Soft,No
PID105041,Explain Behavior,Bakery Items,Bread,2024-01-30,73,9.646577725175623,2023-03-11,29.49,325,7.63,Bread,Custard,No
PID105042,Decide These,Eggs,Grade,2024-12-10,94,2.601527886956125,2023-11-28,3.59,378,4.72,Small,AA,No
PID105043,Raise Give,Bakery Items,Pastries,2024-03-10,65,8.484248139916263,2023-03-26,18.26,350,6.77,Pastries,Fruit,No
PID105044,Thank Old,Fresh Produce,Fruits,2024-12-06,2,3.884894490608029,2023-04-10,28.71,606,0.34,Overripe,2.6279815510797357,No
PID105045,Themselves Idea,Eggs,Size,2024-03-16,4,7.412479620790162,2023-07-22,9.92,238,6.05,Large,AA,Yes
PID105046,Better Since,Eggs,Size,2024-10-08,79,2.74114915801385,2023-12-28,48.19,285,7.87,Small,A,No
PID105047,Event Manage,Ready-to-Eat Meals,Fresh Pasta,2024-10-07,10,9.346133135461965,2023-12-14,35.41,298,8.87,Fresh Pasta,None,Yes
PID105048,Along Network,Deli,Pre-made Salads,2024-09-15,47,1.5843197928367503,2023-12-11,2.82,279,6.9,Pre-made Salads,Hard,No
PID105049,Game Consider,Meat and Seafood,Shellfish,2024-02-24,73,9.691264836319375,2023-09-23,26.15,154,7.92,Whole,N/A,No
PID105050,None Reach,Bakery Items,Bread,2024-06-25,8,9.652230627514783,2023-09-05,9.98,294,5.74,Bread,Fruit,Yes
PID105051,Defense Employee,Bakery Items,Pastries,2024-09-26,76,8.458008726947886,2023-06-10,26.79,474,8.75,Pastries,Cream,No
PID105052,Age Cover,Ready-to-Eat Meals,Fresh Pasta,2024-03-02,77,7.0483046568290115,2023-04-08,36.0,329,2.11,Fresh Pasta,None,No
PID105053,Budget Adult,Fresh Produce,Vegetables,2024-08-02,83,2.6751413758648175,2023-04-19,8.79,471,8.72,Overripe,8.230315638965841,No
PID105054,Huge Agreement,Deli,Prepared Meats,2024-10-31,68,8.00415056351699,2023-01-04,30.97,666,5.83,Deli Meats,Hard,No
PID105055,Already Culture,Fresh Juices,Freshly Squeezed Juices,2024-03-27,12,5.976251303499764,2023-03-17,1.59,376,2.89,Freshly Squeezed Juices,Sugar,Yes
PID105056,Assume Pull,Deli,Prepared Meats,2024-04-10,5,8.84602679825816,2023-07-14,41.84,271,9.89,Pre-made Salads,Semi-Soft,Yes
PID105057,Memory Itself,Deli,Prepared Meats,2024-01-08,66,4.021576525612696,2023-09-12,13.76,118,2.25,Sausages,Hard,No
PID105058,Must Put,Fresh Produce,Vegetables,2024-02-12,25,9.080061163592234,2023-10-05,5.34,130,3.75,Overripe,4.364067342545789,No
PID105059,Price Heavy,Ready-to-Eat Meals,Pre-packaged Meals,2024-08-15,38,7.380619228806391,2023-04-07,26.5,496,6.64,Pre-packaged Meals,Vegan,No
PID105060,Close Prepare,Dairy Products,Soft Cheeses,2024-04-01,90,2.4908126576030765,2023-01-31,43.47,426,1.29,19.413619290870418,Whole,No
PID105061,At Prove,Fresh Juices,Freshly Squeezed Juices,2024-06-22,68,1.912401779381087,2023-12-29,24.12,176,8.47,Freshly Squeezed Juices,Sugar,No
PID105062,Hospital Animal,Eggs,Size,2024-05-25,92,5.312010286140382,2023-09-10,1.47,258,0.58,Medium,A,No
PID105063,Cold Land,Eggs,Size,2024-10-13,1,7.859581723868184,2023-09-03,45.24,406,0.95,Small,AA,Yes
PID105064,Clear Time,Fresh Juices,Freshly Squeezed Juices,2024-03-19,80,6.6647432979164725,2023-03-14,20.12,371,8.46,Freshly Squeezed Juices,Preservatives,No
PID105065,Tree Short,Fresh Juices,Freshly Squeezed Juices,2024-07-05,26,9.240383749798623,2023-12-03,17.81,215,2.47,Freshly Squeezed Juices,Sugar,No
PID105066,Newspaper For,Bakery Items,Cakes,2024-09-12,50,8.816573265084678,2023-07-16,7.38,424,6.04,Cakes,Cream,No
PID105067,Money Why,Ready-to-Eat Meals,Pre-made Salads,2024-01-07,52,8.523975300583436,2023-07-12,45.88,179,7.17,Pre-made Salads,Gluten-Free,No
PID105068,Team Never,Meat and Seafood,Chicken,2024-05-30,38,1.9897619204409298,2023-08-06,2.05,298,5.65,Ground,Shellfish,No
PID105069,Financial Kid,Dairy Products,Yogurt,2024-03-17,98,7.278601824988601,2023-08-26,46.16,204,9.51,22.711628121740176,Skim,No
PID105070,Figure Yard,Meat and Seafood,Fish,2024-10-25,11,9.733649917290078,2023-08-21,46.22,431,5.29,Whole,Fish,Yes
PID105071,Bar Two,Bakery Items,Pastries,2024-05-30,93,3.807329843356722,2023-04-28,27.22,398,0.73,Pastries,Custard,No
PID105072,After Them,Meat and Seafood,Fish,2024-09-03,86,5.394554847659785,2023-01-20,29.27,592,0.28,Whole,Fish,No
PID105073,Board Admit,Fresh Juices,Smoothies,2024-02-07,23,7.071238466192952,2023-11-28,42.85,71,6.33,Smoothies,None,No
PID105074,Choice Process,Bakery Items,Bread,2024-01-09,12,8.905135354261766,2023-04-25,39.23,259,9.29,Bread,Custard,Yes
PID105075,Control Anything,Fresh Juices,Smoothies,2024-08-28,38,8.392608233712291,2023-03-28,45.37,519,8.57,Smoothies,Sugar,No
