Product ID,Product Name,Category,Sub-Category,Expiration Date,Stock Level,Sales Velocity,Purchase Date,Price,Shelf Life,Product Weight/Volume,Additional Feature 1,Additional Feature 2
PID105151,Month Home,Bakery Items,Cakes,2024-08-09,6,8.457405406,2023-06-11,11.86,425,9.04,Cakes,Custard
PID105152,Themselves Fast,Dairy Products,Yogurt,2024-03-02,62,1.424328435,2023-08-25,36.12,190,1.83,10.54576643,Skim
PID105153,Mother Around,Deli,Prepared Meats,2024-10-27,23,4.622146603,2023-05-03,34.49,543,3.22,Sausages,Hard
PID105154,Fund Fly,Fresh Produce,Vegetables,2024-12-26,7,4.129464072,2023-03-02,4.39,665,6.63,Unripe,0.6058339925
PID105155,Sound Final,Eggs,Size,2024-10-29,87,7.013474879,2023-03-06,21.12,603,4.87,Medium,AA
PID105156,Research Office,Ready-to-Eat Meals,Fresh Pasta,2024-10-01,57,7.852440992,2023-05-15,16.33,505,4.05,Fresh Pasta,None
PID105157,Since Question,Eggs,Size,2024-10-16,39,5.440632902,2023-03-02,46.27,594,8.55,Small,AA
PID105158,Drive Radio,Meat and Seafood,Chicken,2024-07-09,35,2.14582882,2023-01-12,42.28,544,9.13,Whole,N/A
PID105159,Listen Computer,Bakery Items,Bread,2024-10-07,34,6.468908904,2023-04-09,19.98,547,5.28,Bread,Fruit
PID105160,Sport Interesting,Fresh Juices,Freshly Squeezed Juices,2024-01-12,75,5.650032069,2023-08-09,2.92,156,9.62,Freshly Squeezed Juices,None
PID105161,My Rule,Bakery Items,Pastries,2024-06-07,67,6.485114824,2023-01-29,4.63,495,7.36,Pastries,None
PID105162,Condition Remain,Meat and Seafood,Chicken,2024-06-01,16,1.919700123,2023-02-05,49.66,482,2.77,Whole,Fish
PID105163,Window Build,Meat and Seafood,Fish,2024-11-26,34,1.0693978,2023-03-18,46.16,619,0.59,Fillet,N/A
PID105164,Ready Just,Fresh Juices,Freshly Squeezed Juices,2024-04-11,79,8.04476749,2023-02-26,14.41,410,1.43,Freshly Squeezed Juices,Preservatives
PID105165,Result Fall,Meat and Seafood,Fish,2024-10-02,96,8.318051145,2023-12-19,45.37,288,4.5,Ground,N/A
PID105166,Skin Yes,Deli,Pre-made Salads,2024-10-10,84,3.441796805,2023-11-27,24.55,318,6.65,Pre-made Salads,Hard
PID105167,Simply Vote,Meat and Seafood,Fish,2024-12-21,67,7.088018604,2023-07-14,6.58,526,5.69,Fillet,Shellfish
PID105168,Win True,Ready-to-Eat Meals,Pre-made Salads,2024-10-14,7,0.6677895756,2023-10-07,40.55,373,8.85,Pre-made Salads,None
PID105169,Think Cost,Eggs,Size,2024-06-03,77,7.949785782,2023-03-20,25.18,441,5.14,Medium,AA
PID105170,Surface Financial,Fresh Juices,Smoothies,2024-06-03,86,2.55892779,2023-12-11,28.73,175,6.71,Smoothies,Preservatives
PID105171,Provide Vote,Bakery Items,Cakes,2024-07-14,56,9.51343686,2023-11-02,38.03,255,2.3,Cakes,None
PID105172,Decade Agreement,Meat and Seafood,Beef,2024-11-12,82,4.139331182,2023-01-26,31.89,656,3.35,Steak,Fish
PID105173,Make His,Fresh Juices,Smoothies,2024-03-22,100,8.816240894,2023-06-04,13.85,292,5.64,Smoothies,None
PID105174,Learn Through,Ready-to-Eat Meals,Pre-made Salads,2024-01-13,67,3.000427025,2023-02-05,35.17,342,0.64,Pre-made Salads,Gluten-Free
PID105175,Hour Note,Meat and Seafood,Shellfish,2024-03-19,46,4.659681254,2023-07-16,24.81,247,7.81,Whole,N/A
PID105176,Difficult Hotel,Fresh Juices,Smoothies,2024-06-30,45,7.83363601,2023-03-28,41.44,460,4.75,Smoothies,None
PID105177,Mind Trouble,Eggs,Grade,2024-01-29,73,5.231296688,2023-03-16,47.32,319,1.66,Small,AA
PID105178,Hour Project,Eggs,Size,2024-05-22,95,6.71421169,2023-05-30,25.47,358,6.72,Medium,AA
PID105179,Leg Effort,Ready-to-Eat Meals,Fresh Pasta,2024-07-19,36,2.121376167,2023-10-21,34.86,272,5.47,Fresh Pasta,Gluten-Free
PID105180,Citizen Myself,Eggs,Grade,2024-02-08,16,2.973483515,2023-12-04,14.1,66,6.54,Small,AA
PID105181,Require Win,Deli,Pre-made Salads,2024-05-29,81,3.864032023,2023-06-16,44.29,348,6.76,Pre-made Salads,Soft
PID105182,Forget Position,Dairy Products,Yogurt,2024-05-17,15,8.222805978,2023-06-21,45.55,331,8.67,7.701876978,Skim
PID105183,Movement On,Eggs,Grade,2024-03-30,22,2.773156422,2023-12-23,4.23,98,7.82,Medium,A
PID105184,Experience Relate,Bakery Items,Pastries,2024-05-21,87,7.949484408,2023-05-23,23.97,364,9.17,Pastries,Custard
PID105185,Design Task,Bakery Items,Bread,2024-01-31,90,1.999530484,2023-05-19,14.54,257,3.6,Bread,None
PID105186,President Care,Fresh Produce,Vegetables,2024-01-29,46,8.911056199,2023-04-10,18.49,294,7.91,Overripe,8.144959302
PID105187,Defense Book,Eggs,Size,2024-01-21,68,6.484738025,2023-06-13,29.67,222,3.76,Small,A
PID105188,Network Hard,Fresh Produce,Vegetables,2024-11-28,48,2.198982018,2023-10-07,23.55,418,2.32,Unripe,3.505927227
PID105189,Point Know,Eggs,Grade,2024-03-08,50,6.840619909,2023-07-21,25.29,231,2.37,Small,A
PID105190,Company Expect,Deli,Pre-made Salads,2024-10-28,14,8.274179675,2023-01-09,29.64,658,7.73,Deli Meats,Hard
PID105191,Eight Mouth,Fresh Produce,Vegetables,2024-07-04,84,2.334739674,2023-01-05,27.76,546,0.84,Unripe,7.750437683
PID105192,Interview Begin,Ready-to-Eat Meals,Pre-made Salads,2024-08-04,21,5.207775855,2023-04-02,33.99,490,8.11,Pre-made Salads,Gluten-Free
PID105193,Discussion Town,Dairy Products,Yogurt,2024-10-11,64,4.821115469,2023-05-31,38.86,499,8.68,12.18576536,Skim
PID105194,Single Side,Dairy Products,Cream,2024-06-28,8,6.993831225,2023-04-06,25.85,449,4.9,29.34080016,Whole
PID105195,Condition Throughout,Dairy Products,Milk,2024-05-18,40,1.475345655,2023-03-01,26.76,444,3.19,21.42406105,2%
PID105196,Chance Goal,Eggs,Grade,2024-03-07,74,0.7033076203,2023-05-30,11.49,282,7.71,Small,AA
PID105197,Seek Old,Ready-to-Eat Meals,Pre-made Salads,2024-05-13,67,0.7715738614,2023-05-16,49.26,363,9.37,Pre-made Salads,None
PID105198,Stay Form,Eggs,Size,2024-06-02,36,6.439391249,2023-03-03,45.82,457,4.2,Medium,A
PID105199,Less Improve,Fresh Produce,Fruits,2024-02-19,12,2.280501463,2023-09-26,39.88,146,9.36,Overripe,0.338112404
PID105200,Upon Smile,Fresh Produce,Fruits,2024-06-26,67,5.488534837,2023-05-11,7.94,412,3.39,Overripe,4.581719947
PID105201,Professional Cultural,Eggs,Grade,2024-08-18,54,2.325456199,2023-12-05,45.35,257,9.51,Large,A
PID105202,Anyone Spring,Eggs,Grade,2024-01-15,86,6.181706624,2023-06-24,28.49,205,3,Medium,AA
PID105203,Every Easy,Meat and Seafood,Fish,2024-12-15,38,5.892937784,2023-02-17,13.01,667,1.5,Fillet,Shellfish
PID105204,Action Place,Deli,Prepared Meats,2024-07-03,4,9.87143284,2023-11-18,49.82,228,2.29,Deli Meats,Soft
PID105205,With Mission,Fresh Produce,Vegetables,2024-03-29,97,6.012033702,2023-04-04,38.89,360,7.14,Overripe,7.055094055
PID105206,Practice Case,Meat and Seafood,Shellfish,2024-09-27,32,6.989340498,2023-08-10,19.46,414,9.06,Whole,Fish
PID105207,Record Cut,Fresh Produce,Fruits,2024-09-14,97,4.960591583,2023-04-21,48.5,512,0.7,Unripe,8.648394661
PID105208,Section Service,Ready-to-Eat Meals,Pre-made Salads,2024-09-28,23,7.757858697,2023-08-05,23.92,420,0.72,Pre-made Salads,Vegan
PID105209,Appear Important,Fresh Produce,Vegetables,2024-12-25,29,1.250938885,2023-01-20,18.55,705,7.53,Unripe,3.280725152
PID105210,Set Usually,Fresh Juices,Freshly Squeezed Juices,2024-08-02,1,4.475936713,2023-09-10,23.54,327,0.93,Freshly Squeezed Juices,Preservatives
PID105211,Never Put,Fresh Produce,Vegetables,2024-11-14,9,8.294463757,2023-12-11,42.27,339,6.21,Unripe,5.733689541
PID105212,Lose Spend,Bakery Items,Bread,2024-11-30,8,3.438062468,2023-12-04,13.8,362,1.94,Bread,Custard
PID105213,Same Way,Deli,Cheese,2024-06-08,61,1.830220079,2023-04-02,2.79,433,4.53,Deli Meats,Hard
PID105214,Send Begin,Bakery Items,Cakes,2024-11-05,44,1.781293886,2023-11-22,41.53,349,8.68,Cakes,Fruit
PID105215,Side Half,Dairy Products,Cream,2024-08-26,83,2.765530444,2023-05-05,17.8,479,4.05,16.83822809,Skim
PID105216,Enjoy Player,Deli,Cheese,2024-03-15,50,1.113020087,2023-08-02,28.69,226,4.94,Pre-made Salads,Soft
PID105217,These Low,Fresh Juices,Smoothies,2024-02-02,51,9.311613884,2023-12-27,16.59,37,6.88,Smoothies,None
PID105218,Book Around,Meat and Seafood,Shellfish,2024-03-06,14,9.047412848,2023-08-05,28.7,214,8.08,Fillet,Fish
PID105219,Oil Front,Fresh Juices,Freshly Squeezed Juices,2024-07-21,15,3.50152026,2023-07-07,31.04,380,9.31,Freshly Squeezed Juices,Preservatives
PID105220,Law Total,Ready-to-Eat Meals,Fresh Pasta,2024-10-19,29,6.637035586,2023-06-29,11.69,478,9.03,Fresh Pasta,Gluten-Free
PID105221,Seek Record,Dairy Products,Yogurt,2024-02-25,73,9.129090624,2023-01-27,29.18,394,7.52,11.75774243,Skim
PID105222,First Third,Bakery Items,Bread,2024-10-08,68,9.531368461,2023-11-19,27.63,324,9.68,Bread,Cream
PID105223,Prevent Factor,Fresh Produce,Fruits,2024-10-05,62,1.089717568,2023-06-20,21.6,473,4.4,Overripe,9.735734063
PID105224,City Official,Deli,Pre-made Salads,2024-11-19,91,4.579897488,2023-02-22,47.65,636,0.83,Deli Meats,Semi-Soft
PID105225,Player Piece,Bakery Items,Pastries,2024-12-06,74,1.061372517,2023-05-12,21.78,574,9,Pastries,Cream
PID105226,Remember Feeling,Fresh Juices,Freshly Squeezed Juices,2024-08-02,60,3.556284613,2023-05-31,37.73,429,2.21,Freshly Squeezed Juices,Preservatives
PID105227,Move Me,Eggs,Grade,2024-05-03,66,0.7956923843,2023-12-28,13.76,127,1.59,Large,A
PID105228,Sound They,Ready-to-Eat Meals,Pre-packaged Meals,2024-06-22,63,1.595440486,2023-10-29,45.21,237,4.46,Pre-packaged Meals,None
PID105229,Now Participant,Fresh Juices,Freshly Squeezed Juices,2024-10-28,22,4.541638301,2023-12-22,34.72,311,6.29,Freshly Squeezed Juices,Preservatives
PID105230,Listen Technology,Fresh Produce,Vegetables,2024-03-08,58,2.988195114,2023-06-23,42.29,259,0.88,Unripe,5.691163939
PID105231,Keep People,Meat and Seafood,Fish,2024-11-17,9,4.594864653,2023-02-12,18.32,644,1.39,Whole,Shellfish
PID105232,Involve Price,Ready-to-Eat Meals,Fresh Pasta,2024-02-23,92,9.529073698,2023-11-12,2.68,103,8.48,Fresh Pasta,Gluten-Free
PID105233,Policy Social,Meat and Seafood,Chicken,2024-09-03,52,8.64721841,2023-01-09,10.06,603,8.9,Whole,Fish
PID105234,Debate Quite,Dairy Products,Milk,2024-03-20,7,3.867668976,2023-02-25,28.76,389,5.52,9.028236916,Whole
PID105235,Employee Teach,Meat and Seafood,Pork,2024-09-20,94,8.167213697,2023-09-22,39.58,364,2.23,Steak,N/A
PID105236,Provide Only,Ready-to-Eat Meals,Pre-packaged Meals,2024-10-21,13,1.511512553,2023-06-28,15.39,481,3.91,Pre-packaged Meals,None
PID105237,My Hot,Deli,Cheese,2024-03-12,58,5.419910638,2023-10-26,9.94,138,1.31,Deli Meats,Semi-Soft
PID105238,Drive Personal,Dairy Products,Cream,2024-10-22,89,3.370880285,2023-06-08,21.38,502,1.94,10.49184581,Skim
PID105239,Research If,Eggs,Grade,2024-05-05,10,6.470494829,2023-03-15,35.42,417,1.25,Small,AA
PID105240,Western Mr,Deli,Cheese,2024-06-07,92,5.638997412,2023-08-21,16.02,291,1.51,Pre-made Salads,Hard
PID105241,Beyond Data,Deli,Prepared Meats,2024-11-28,26,7.143412243,2023-05-23,49.89,555,5.15,Sausages,Hard
PID105242,Entire Parent,Fresh Juices,Freshly Squeezed Juices,2024-09-05,25,7.037711914,2023-07-31,26.91,402,4.65,Freshly Squeezed Juices,Preservatives
PID105243,Specific Identify,Meat and Seafood,Chicken,2024-10-04,85,6.049011387,2023-01-02,9,641,3.4,Fillet,Fish
PID105244,Democratic Anything,Dairy Products,Yogurt,2024-07-03,8,7.231823485,2023-05-12,42.71,418,9.64,6.67825436,Skim
PID105245,Foot Hand,Bakery Items,Cakes,2024-12-08,40,1.601669242,2023-09-01,41.97,464,2.51,Cakes,Cream
PID105246,Until City,Fresh Produce,Vegetables,2024-06-16,80,4.926260913,2023-04-16,12.97,427,2.64,Unripe,0.985118381
PID105247,Item Oil,Dairy Products,Soft Cheeses,2024-03-04,29,7.379691445,2023-03-12,2.75,358,2.02,18.63246133,Skim
PID105248,Various Work,Meat and Seafood,Chicken,2024-06-07,83,3.015780769,2023-12-28,6.34,162,1.73,Ground,N/A
PID105249,Positive Remember,Meat and Seafood,Fish,2024-01-22,66,3.023398308,2023-06-30,19.69,206,0.7,Steak,Shellfish
PID105250,Respond Drop,Deli,Cheese,2024-12-06,66,8.890881087,2023-09-23,33.69,440,8.77,Sausages,Soft
PID105251,Force Song,Fresh Produce,Vegetables,2024-08-28,61,3.679991519,2023-11-26,20.06,276,8.9,Unripe,4.07148274
PID105252,Relationship Firm,Deli,Prepared Meats,2024-02-20,55,5.041841797,2023-03-21,23.12,336,3.73,Deli Meats,Soft
PID105253,Thank Break,Ready-to-Eat Meals,Pre-packaged Meals,2024-06-03,24,9.428266471,2023-03-19,12.77,442,3.18,Pre-packaged Meals,Gluten-Free
PID105254,Avoid Spring,Eggs,Size,2024-12-24,48,3.715426733,2023-06-14,26.9,559,7.46,Medium,AA
PID105255,Protect Very,Meat and Seafood,Beef,2024-04-18,31,5.418059815,2023-10-14,13.37,187,4.42,Fillet,Shellfish
PID105256,Usually Discussion,Ready-to-Eat Meals,Fresh Pasta,2024-04-25,91,6.886600795,2023-07-30,21.08,270,8.2,Fresh Pasta,Vegan
PID105257,Though Popular,Ready-to-Eat Meals,Fresh Pasta,2024-07-17,58,2.461970767,2023-05-29,11.57,415,8.2,Fresh Pasta,Vegan
PID105258,Create Admit,Fresh Juices,Smoothies,2024-07-01,88,5.088127028,2023-07-14,10.89,353,5.36,Smoothies,None
PID105259,Page Knowledge,Deli,Pre-made Salads,2024-02-04,85,8.939043919,2023-06-24,6.13,225,0.85,Pre-made Salads,Hard
PID105260,College Republican,Deli,Pre-made Salads,2024-07-27,46,7.030830955,2023-07-19,46.43,374,9.3,Sausages,Soft
PID105261,Chance Leave,Deli,Prepared Meats,2024-06-07,18,2.294670286,2023-11-02,28.72,218,7.55,Deli Meats,Semi-Soft
PID105262,According Nothing,Deli,Prepared Meats,2024-09-17,54,3.67063554,2023-09-19,8.75,364,2.35,Pre-made Salads,Semi-Soft
PID105263,Total Act,Ready-to-Eat Meals,Pre-packaged Meals,2024-11-13,5,9.390343228,2023-04-22,39.92,571,7.36,Pre-packaged Meals,Vegan
PID105264,Government Four,Ready-to-Eat Meals,Fresh Pasta,2024-09-11,4,7.25985593,2023-10-15,33.49,332,6.36,Fresh Pasta,Gluten-Free
PID105265,Four Something,Eggs,Grade,2024-02-05,12,1.390693421,2023-12-11,11.94,56,0.84,Small,A
PID105266,Wish Else,Meat and Seafood,Beef,2024-04-10,13,0.8835267696,2023-12-02,2.67,130,8.08,Fillet,Fish
PID105267,Happy Especially,Deli,Pre-made Salads,2024-03-02,46,3.957707002,2023-03-07,21.05,361,8.75,Deli Meats,Soft
PID105268,Travel Purpose,Fresh Produce,Fruits,2024-08-14,69,1.062841377,2023-03-30,35.68,503,8.84,Overripe,7.896515856
PID105269,Check Up,Eggs,Grade,2024-11-16,88,6.658352032,2023-11-25,40.96,357,7.57,Large,A
PID105270,Stage Fill,Fresh Produce,Vegetables,2024-09-04,25,4.325123021,2023-09-18,17.94,352,1.11,Unripe,3.706055576
PID105271,Money Item,Ready-to-Eat Meals,Pre-packaged Meals,2024-06-22,76,8.716606129,2023-03-01,14.27,479,6.56,Pre-packaged Meals,None
PID105272,Approach Seat,Dairy Products,Milk,2024-05-23,22,7.204961693,2023-11-30,37.81,175,1.38,29.58571965,Skim
PID105273,Anything Good,Ready-to-Eat Meals,Pre-packaged Meals,2024-02-08,93,3.99086567,2023-03-21,24.12,324,3.74,Pre-packaged Meals,None
PID105274,Prepare Song,Fresh Juices,Freshly Squeezed Juices,2024-11-22,55,3.576112234,2023-11-23,37.89,365,5.44,Freshly Squeezed Juices,Sugar
PID105275,Air Clearly,Meat and Seafood,Shellfish,2024-04-26,45,7.030171523,2023-10-29,35.66,180,5.17,Steak,N/A
PID105276,Safe Article,Bakery Items,Bread,2024-04-06,70,7.794547612,2023-07-21,8.03,260,1.03,Bread,Cream
PID105277,Plan Accept,Ready-to-Eat Meals,Fresh Pasta,2024-09-20,14,9.48685774,2023-02-18,37.52,580,6.77,Fresh Pasta,Vegan
PID105278,Rate Assume,Bakery Items,Pastries,2024-03-02,49,0.615203194,2023-11-04,35.35,119,9.06,Pastries,None
PID105279,Action Mention,Deli,Cheese,2024-08-21,72,8.448949332,2023-12-16,30.51,249,2.8,Deli Meats,Soft
PID105280,Contain Chair,Ready-to-Eat Meals,Fresh Pasta,2024-04-24,35,6.146883403,2023-04-26,39.04,364,8.17,Fresh Pasta,Vegan
PID105281,Current Yard,Deli,Pre-made Salads,2024-05-14,32,5.436449924,2023-07-16,7.04,303,2.69,Sausages,Hard
PID105282,Between Pretty,Deli,Pre-made Salads,2024-05-14,72,6.755019545,2023-01-16,37.1,484,8.7,Deli Meats,Soft
PID105283,Green Player,Bakery Items,Cakes,2024-02-04,36,4.178919536,2023-01-09,38.44,391,9.24,Cakes,Cream
PID105284,Get Find,Ready-to-Eat Meals,Fresh Pasta,2024-04-09,43,4.695615407,2023-12-02,43.64,129,9.59,Fresh Pasta,Gluten-Free
PID105285,Measure Unit,Ready-to-Eat Meals,Pre-packaged Meals,2024-03-09,13,9.505392001,2023-03-12,17.74,363,8.43,Pre-packaged Meals,Vegan
PID105286,Month Run,Dairy Products,Cream,2024-04-12,55,8.125209329,2023-11-19,2.25,145,4.84,12.66235524,Whole
PID105287,Line Situation,Fresh Produce,Vegetables,2024-02-10,45,4.570157942,2023-01-29,12.54,377,0.56,Ripe,5.788823158
PID105288,Maintain He,Meat and Seafood,Shellfish,2024-04-22,70,4.851991231,2023-12-30,48.46,114,9.32,Whole,Shellfish
PID105289,Certain Five,Ready-to-Eat Meals,Pre-packaged Meals,2024-05-11,49,5.087856623,2023-12-25,43.5,138,5.49,Pre-packaged Meals,Vegan
PID105290,Bed Fish,Fresh Produce,Fruits,2024-11-20,85,7.396917179,2023-05-20,49.25,550,9.67,Ripe,0.7057121961
PID105291,Great If,Fresh Juices,Smoothies,2024-01-21,45,5.428722515,2023-03-06,48.82,321,8.07,Smoothies,Sugar
PID105292,Common Our,Eggs,Grade,2024-05-25,94,9.291210828,2023-01-18,48.36,493,3.09,Medium,A
PID105293,Feel Tend,Eggs,Grade,2024-01-22,4,5.661329795,2023-06-12,11.62,224,7.98,Small,A
PID105294,Goal Develop,Fresh Produce,Fruits,2024-06-16,46,6.579969253,2023-12-16,32.65,183,6.76,Unripe,0.8234029801
PID105295,Every Purpose,Eggs,Size,2024-11-16,56,0.9583444791,2023-03-22,13.5,605,5.93,Medium,AA
PID105296,Community Main,Deli,Cheese,2024-10-30,98,7.776303385,2023-10-22,35.35,374,3.14,Sausages,Soft
PID105297,Eight Forward,Deli,Cheese,2024-06-10,17,7.617665558,2023-12-26,16.84,167,4.88,Pre-made Salads,Soft
PID105298,Anyone Ability,Bakery Items,Pastries,2024-03-29,6,6.929865704,2023-06-09,1.75,294,0.12,Pastries,Fruit
PID105299,Market Staff,Dairy Products,Cream,2024-04-06,37,1.862480305,2023-05-12,24.25,330,8.08,4.873835141,2%
PID105300,Real Eight,Meat and Seafood,Fish,2024-05-07,77,5.084454928,2023-10-05,23.26,215,2.52,Fillet,Shellfish
PID105301,Source Together,Fresh Juices,Smoothies,2024-04-11,33,7.912641914,2023-08-09,23.77,246,2.85,Smoothies,None
PID105302,Without Thank,Dairy Products,Cream,2024-04-27,58,0.7885594439,2023-12-08,19.74,141,5.7,16.0481063,2%
PID105303,However Treat,Fresh Produce,Fruits,2024-05-01,66,0.8966870641,2023-03-02,49.92,426,8.81,Overripe,8.159846315
PID105304,But Only,Bakery Items,Bread,2024-10-30,73,2.256175054,2023-09-29,36.47,397,8.76,Bread,Cream
PID105305,Southern Project,Fresh Produce,Fruits,2024-12-02,75,5.670137198,2023-06-15,2.21,536,8.25,Overripe,3.839628562
PID105306,Adult Include,Fresh Juices,Smoothies,2024-04-29,14,1.754273405,2023-07-15,39.28,289,1.39,Smoothies,Preservatives
PID105307,Big Recent,Dairy Products,Milk,2024-01-27,93,1.657282597,2023-12-17,8.4,41,7.73,28.31462158,Skim
PID105308,Of Value,Meat and Seafood,Beef,2024-08-16,44,2.782031492,2023-04-03,28.32,501,8.59,Whole,N/A
PID105309,Commercial Girl,Fresh Juices,Smoothies,2024-09-30,85,5.57133065,2023-08-24,37.23,403,1.48,Smoothies,Sugar
PID105310,Hope Particular,Meat and Seafood,Shellfish,2024-08-13,99,9.738046675,2023-08-21,35.89,358,2.05,Whole,Shellfish
PID105311,Same A,Dairy Products,Milk,2024-06-18,43,8.847300064,2023-06-26,2.98,358,0.71,5.950926896,2%
PID105312,Sign Budget,Eggs,Size,2024-09-16,18,4.288059034,2023-03-04,23.39,562,4.87,Small,AA
PID105313,Lose Among,Fresh Produce,Vegetables,2024-11-22,20,5.056102177,2023-03-30,49.03,603,7.23,Overripe,0.6034141547
PID105314,Race Not,Ready-to-Eat Meals,Pre-packaged Meals,2024-04-03,54,5.190120555,2023-07-16,37.78,262,2.91,Pre-packaged Meals,None
PID105315,Commercial Should,Fresh Juices,Freshly Squeezed Juices,2024-10-24,98,2.962392322,2023-07-09,19.94,473,0.13,Freshly Squeezed Juices,None
PID105316,Hope Be,Fresh Produce,Fruits,2024-09-26,69,5.089058843,2023-12-08,7.02,293,2.12,Ripe,9.338724804
PID105317,Fall Piece,Fresh Produce,Vegetables,2024-09-13,35,0.8935180566,2023-03-12,25.44,551,9.83,Overripe,6.88238788
PID105318,Matter Report,Bakery Items,Cakes,2024-02-10,89,9.435692408,2023-08-10,37.27,184,5.07,Cakes,Cream
PID105319,Raise Out,Meat and Seafood,Shellfish,2024-12-07,24,9.705734837,2023-02-14,41.32,662,0.98,Steak,N/A
PID105320,Through Treat,Dairy Products,Milk,2024-10-11,69,1.060368681,2023-07-29,18.19,440,8.27,15.49358782,2%
PID105321,Notice Not,Deli,Cheese,2024-06-21,13,4.832034098,2023-10-18,39.47,247,3.08,Sausages,Hard
PID105322,Seven Wonder,Deli,Pre-made Salads,2024-02-24,13,7.420265813,2023-07-24,30.35,215,5.69,Sausages,Soft
PID105323,The Sense,Eggs,Size,2024-05-25,25,9.309307852,2023-10-24,12.66,214,9.37,Large,AA
PID105324,Move Never,Bakery Items,Cakes,2024-05-01,7,8.752077646,2023-08-08,28.9,267,9.36,Cakes,Custard
PID105325,On If,Fresh Produce,Fruits,2024-12-14,3,2.74802172,2023-02-16,37.8,667,6.34,Ripe,9.225994486
PID105326,Theory Western,Fresh Juices,Smoothies,2024-02-19,16,0.6641083635,2023-05-17,47.31,278,8.26,Smoothies,Preservatives
PID105327,Matter Eight,Dairy Products,Cream,2024-06-07,71,9.421732601,2023-06-22,32.12,351,7.91,15.97371764,2%
PID105328,Rich Natural,Eggs,Grade,2024-01-18,23,3.121954721,2023-10-01,40.95,109,9.55,Large,A
PID105329,Simply Practice,Fresh Juices,Smoothies,2024-01-13,22,8.525809438,2023-03-11,44.72,308,6.03,Smoothies,Sugar
PID105330,Raise Kid,Fresh Produce,Vegetables,2024-03-05,3,8.711197849,2023-07-18,29.82,231,5.11,Unripe,7.475625474
PID105331,Station Other,Fresh Juices,Smoothies,2024-06-08,76,2.735358905,2023-03-05,23.03,461,8.8,Smoothies,Preservatives
PID105332,Rock Interview,Bakery Items,Cakes,2024-01-25,77,8.498192792,2023-04-18,46.36,282,6.99,Cakes,Custard
PID105333,Dream Child,Eggs,Grade,2024-09-16,64,9.68719002,2023-03-23,26.34,543,6.91,Small,A
PID105334,See Lose,Fresh Juices,Smoothies,2024-03-11,83,3.325783303,2023-07-13,33.38,242,3.58,Smoothies,None
PID105335,Research Door,Fresh Juices,Smoothies,2024-01-16,87,7.933979965,2023-10-12,28.69,96,7.76,Smoothies,Sugar
PID105336,Detail Ready,Fresh Produce,Vegetables,2024-01-14,8,0.6339790596,2023-04-16,41.06,273,9.62,Overripe,0.5276473902
PID105337,Among On,Bakery Items,Cakes,2024-01-20,9,9.123864638,2023-05-22,10.06,243,5.4,Cakes,None
PID105338,Opportunity Daughter,Dairy Products,Cream,2024-09-22,29,2.024101347,2023-11-21,32.59,306,7.83,11.67390759,Skim
PID105339,Value Similar,Dairy Products,Cream,2024-12-11,16,0.8658388625,2023-06-23,19.57,537,8.75,28.40476854,2%
PID105340,National Determine,Ready-to-Eat Meals,Pre-packaged Meals,2024-09-25,64,8.265994035,2023-02-13,22.15,590,4.05,Pre-packaged Meals,Gluten-Free
PID105341,Teacher Head,Eggs,Grade,2024-04-19,54,9.522203961,2023-03-20,29.03,396,2.57,Large,AA
PID105342,Economic Condition,Meat and Seafood,Fish,2024-02-07,15,2.328721692,2023-10-24,38.18,106,2,Fillet,Fish
PID105343,Itself Hear,Fresh Produce,Fruits,2024-11-07,53,9.845690162,2023-08-14,23.73,451,4.14,Overripe,8.692632923
PID105344,Three Machine,Deli,Pre-made Salads,2024-04-30,89,5.7793924,2023-11-19,30.1,163,8.99,Sausages,Soft
PID105345,Film Choice,Bakery Items,Bread,2024-10-31,83,2.217355495,2023-01-23,6.17,647,6.75,Bread,Custard
PID105346,Truth Six,Fresh Produce,Vegetables,2024-09-09,66,8.882250976,2023-10-09,32.56,336,1.24,Ripe,6.299900278
PID105347,Part Vote,Meat and Seafood,Fish,2024-09-05,11,1.0620871,2023-09-25,12.34,346,5.52,Whole,Fish
PID105348,Raise Act,Dairy Products,Milk,2024-12-04,43,7.970880976,2023-07-27,39.64,496,3.08,13.7911337,Whole
PID105349,Power Attack,Fresh Juices,Smoothies,2024-06-13,46,8.795583561,2023-05-25,4.86,385,0.35,Smoothies,Sugar
PID105350,Long Rich,Fresh Produce,Fruits,2024-01-22,54,6.703945584,2023-11-26,8.51,57,4.77,Ripe,3.652912926
PID105351,Know Final,Fresh Produce,Vegetables,2024-06-03,66,7.109103345,2023-03-08,16.09,453,5.81,Unripe,4.819730521
PID105352,Cup Little,Dairy Products,Soft Cheeses,2024-01-14,6,8.976968479,2023-02-10,1.13,338,6.32,6.947837251,2%
PID105353,Role Carry,Fresh Produce,Fruits,2024-09-01,10,2.102770015,2023-08-03,4.2,395,9.7,Ripe,9.338204615
PID105354,Father Miss,Bakery Items,Cakes,2024-08-14,23,1.053427661,2023-12-24,10.64,234,1.47,Cakes,Fruit
PID105355,Sound Tax,Dairy Products,Yogurt,2024-11-15,27,7.982354129,2023-05-16,20.52,549,7.96,6.327187342,Whole
PID105356,Like What,Ready-to-Eat Meals,Pre-packaged Meals,2024-04-27,83,6.164540055,2023-01-28,13,455,9.69,Pre-packaged Meals,Gluten-Free
